Reported Date,Resolved Date,Incident,Incident Start Time,Incident End Time,MTTR (hh:mm),Business Platform - Area of Cause,Product Portfolio -Area of cause,Impacted Business Platform,Impacted Product portfolio,Impacted business process,Inc Category,Description,Organisation,Team ,Financial Impact,Application/Service Impacted?,RC Status,Problem Record,Background,Next Steps / Solution,Initial RCA Date,Final RCA Date (Once the cause is fully known),Solution Identified Date,Planned Solution Deployment  Date,Actual Solution Deployment  Date,Does an alert already exist? Is configuration required/applicable?,Was the incident identified through the alert?,Does a  workaround exist ? Was it used?,Is Permanent Fix Deployed?,RC Category,Issue caused due to CR or WO,Root Cause,Reference CR/WO,Reason for failed change/issue,Risk ID/ Backlog id,Closed Date,Closed Month,Closed Year,Problem manager,Open/Closed,MIM,Problem actions - Added?  Y/N/NA,Year,Month #,Month Name,Current day,Ageing,Aging Bucket
3/1/2025,3/3/2025,90636458,16:00,5:00,37:00,Customer Channels,Service Experience,Various,"Platform & Store Ops , Food Supply Chain , Service Experience, Data",Manage Allocation of Food Stock,MI,Delay in sending order payment messages from POS Beanstore to Sterling and CSSM,Customer,POS Team,"£4,872.00","OMS,CSSM, Food allocations, Data",RC in progress,71711,"Alerting indicated a delay in sending order payment messages from POS Beanstore to Sterling, CSSM resulting in a cancellation of 121 customer orders incurring a financial loss of £4,872 and inaccurate stock position for ~4997 store UPC combinations across 622 stores leading to stock corruption. Contingency was invoked to generate Foods ordering & allocations with 28 day order plan on hold for 02/03 resulting in Foods analytics reports not being updated with latest order plan information impacting planning activities. The root cause was attributed to the one of the POS channels going into a ""retry state"" resulting in message backlogs. Services were restored by manually resetting the channel to process the message backlog. Mandated counts were sent to the impacted stores and Foods allocations and ordering were generated using the latest CSSM stock file on 03/03.",,3/1/2025,,,,,,,,,Root Cause Undetermined/Still Under Investigation,,"The initial root cause was attributed to the one of the POS channels going into a ""retry state"" resulting in message backlogs",NA,NA,NA,,,,Saloni,Open,MIM,Y,2025,3,March,9/16/2025,199,>60
3/1/2025,3/3/2025,90643248,13:30,13:58,48:28,Foods,Foods Supply Chain,Customer Channels,Platform & Store Ops ,Others,KI,Issues with Track My vehicle application across stores,Customer,TMV Application team,No Financial Impact,Track My Vehicle,RC unknown,71717,"Multiple stores were experiencing issues with the TrackMyVehicle application over the weekend, impacting vehicle tracking and planning activities resulting in inconvenience across stores. As a workaround, stores were calling GIST IT desk for tracking information & delivery ETAs. However, no issues were reported after 02/03. Root cause investigations underway.",,NA,,,,,,,,,Root Cause Undetermined/Still Under Investigation,,"There were no sufficient logs to investigate further on the root cause by the product teams. Hence, root cause is inconclusive",NA,NA,NA,3/24/2025,March,2025,Gokul,Closed,MIM,NA,2025,3,March,9/16/2025,199,>60
2/28/2025,2/28/2025,90641785,06:00,9:30,03:30,GTS,Enterprise Integration,Data,Data,Others,KI,Delay in sales data availability on the Retail Dashboard,Customer,Cloud Integration Frameworks,No Financial Impact,Retail inday sales Dashboard,RC identified,71725, Retail Dashboard Inday sales reports were not updated with latest sales information between 06:30 and 09:00. The root cause has been attributed to an incorrect code deployment during the MQ upgrade activity which was reverted to restore services.,,2/28/2025,,,,,,,,,Change Failure,,The root cause has been attributed to an incorrect code deployment during the MQ upgrade activity which was reverted to restore services.,#217223,NA,NA,3/18/2025,March,2025,Kavitha,Closed,MIM,Y,2025,2,February,9/16/2025,200,>60
2/28/2025,2/28/2025,90634845,10:30,13:30,03:00,GTS,Enterprise Technology Platform,Group Platforms,Finance,Manage & Maintain Financial Integrity - Raise PO's/Pay Suppliers etc,KI,SAP POSDTA application was inaccessible,Customer,Cloud Dev Sec Ops,No Financial Impact," POS sales feeds, GMOR feeds to the downstream systems",RC identified,71723,"SAP POSDTA was inaccessible between 10:30 and 13:00 impacting POS sales feeds, GMOR feeds to the downstream systems, however, with no business impact. The root cause was attributed to an inadvertent deletion of Vnet peer within Azure network as part of a security housekeeping activity. The Vnet peer was re-instated to restore the services by 13:00.",,2/28/2025,,,,,,,,,Change Failure,, The root cause was attributed to an inadvertent deletion of Vnet peer within Azure network as part of a security housekeeping activity.,Unauthorised Change ,Human Error,NA,,,,Saloni,Open,MIM,Y,2025,2,February,9/16/2025,200,>60
2/27/2025,2/27/2025,90633124,07:00,15:09,08:09,GTS,Enterprise Integration,Customer Channels,"Selling Experience, Service Experience",Manage Payment & Content Customer.Com,MI,Intermittent timeout errors in API calls between OMS Cluster & APIGEE endpoints ,Apigee,Apigee,"£50,000.00","Return label printing, collection date transactions, and eGift card fulfilment ",RC identified,71726,"Through alerting, intermittent timeout errors were identified between Apigee and the OMS cluster, impacting API calls across multiple services between 07:00 and 15:09. Customers were unable to place orders for flowers and hampers as they were appearing out of stock during checkout incurring a financial loss of £50K. Return label printing, collection date transactions, and eGift card fulfilment were also impacted. The root cause was attributed to additional IPs introduced by Apigee from 24/02 that were blocked by the Customer network firewall. Services were restored after updating the firewall rule to allow network traffic based on URL.",,3/27/2025,,,,,,,,,External Dependencies,,The root cause was attributed to additional IPs introduced by Apigee from 24/02 that were blocked by the Customer network firewall.,NA,NA,NA,,,,Balaji,Open,.Com SM,Y,2025,2,February,9/16/2025,201,>60
2/27/2025,2/27/2025,90632370,11:13,11:16,00:03,Customer Channels,Customer Engagement,Customer Channels,Selling Experience,Manage Payment & Content Customer.Com,MI,Drop in orders on the Customer website,Secure Auth,Secure Auth,"£6,360.00",Ecom orders,RC identified,71617,"Alerting indicated a drop in orders on the website between 11:13 and 11:16. Customers were unable to place orders resulting in a drop of 240 orders with a financial loss of £6,360 and poor customer experience. The initial root cause is attributed to an issue within vendor Secure Auth environment, and we await root cause and recovery details from the vendor.",,3/27/2025,,,,,,,,,External Dependencies,,"The initial root cause is attributed to an issue within vendor Secure Auth environment, and we await root cause and recovery details from the vendor.",NA,NA,NA,,,,Balaji,Open,.Com SM,Y,2025,2,February,9/16/2025,201,>60
2/26/2025,2/26/2025,90643228,15:43,21:00,05:17,Customer Channels,Selling Experience,Customer Channels,Selling Experience,Others,SI,Drop in products on the Customer Ireland website,Customer,Navigation API Team,"£5,000.00",Ireland website,RC identified,71719,Business ops team highlighted a drop in products (~800) across 4 categories on the Ireland website between 15:43 and 21:00. Customers were unable to place orders resulting in poor customer experience and loss of sales. The root cause was attributed to a script executed on the Navigation API database resulting in filtering out the live products being set up against Off sale categories. Services were restored after the change was reverted followed by executing the product search job. ,,2/26/2025,,,,,,,,,Change Failure,,The root cause was attributed to a script executed on the Navigation API database resulting in filtering out the live products being set up against Off sale categories,Unauthorised Change ,Process gap,NA,,,,Balaji,Open,.Com SM,Y,2025,2,February,9/16/2025,202,>60
2/27/2025,2/28/2025,90633159,23:45,3:00,03:15, C&H and Intl,C&H & Intl Supply Chain, C&H and Intl,C&H and Intl Supply Chain,Manage Pick & Allocation of Stock and Orders (Castle Donington),SI,Carrier label printing failure at Castle Donington impacting packing operations ,Sorted,NA,"£12,000.00",Donnington Label printing,RC identified,71616,"Donington colleagues were unable to print carrier labels from 23:45 impacting packing operations resulting in capability loss of 43k singles and CFR of 331 orders. The initial root cause was attributed to an issue with
Royal Mail sequence service going out of range. Services were restored after the range was amended followed by restarting the service by 03:00 (28/02). Root cause investigations underway with Sorted.",,2/27/2025,,,,,,,,,External Dependencies,,"Allocation failures were caused by the range for the Royal Mail service used by Customer Castle Donnington location running out. 
The alert which should have triggered when the range reached 0% did not trigger due to a human error - an indavertant typo by Sorted when setting up the Royal Mail range.
Sorted have a monitor in place to alert them when a carrier range is close to exhaustion so that they can request and implement a new one, but this range was not picked up by this monitor. This was because the range didn't follow the convention for naming.",NA,NA,NA,,,,Rehan,Open,MIM,Y,2025,2,February,9/16/2025,201,>60
2/27/2025,2/27/2025,90633315,11:00,21:00,10:00,GTS,Digital Workplace Services,Foods,Foods Supply Chain,Others,KI,Customer Buyers unable to access Foods RDA application,Customer,Active Directory / Network,No Financial Impact,RDA (Reference Data Approval,RC identified,71713,"Foods Buyers were unable to access RDA (Reference Data Approval) application between 11:00 and 21:00 impacting their ability to approve the supplier’s updates on cost price, equipment type, unit per tray etc on products. However, no impact to the suppliers. The root cause is attributed to a change to disable a Y account used for Kerberos authentication in the Active Directory, which was reinstated to restore the service.",,2/27/2025,,,,,,,,,Change Failure,,"The root cause is attributed to a change to disable a Y account used for Kerberos authentication in the Active Directory,",CR#217552,Insufficient impact assessment,NA,,,,Pavithra,Open,MIM,Y,2025,2,February,9/16/2025,201,>60
2/24/2025,2/24/2025,90624297,00:43,11:30,10:47,Foods,Food Supply Chain,Foods,Foods Supply Chain,Manage Allocation of Food Stock,SI,Delay in Relex nightly batch impacting overnight foods critical flows,Relex,NA,No Financial Impact,"Food Supplier orders, NDC allocations",RC identified,71510,Alerting indicated a slowness in Relex nightly batch resulting in a delay to the overnight critical flows. Contingency was applied to generate the supplier orders by 06:43 and NDC allocations by 05:14.   ,,2/24/2025,,,,,,,,,External Dependencies,,"Relex are currently in the process of decommissioning an outdated datacentre.  As a result of the decommissioning, the old hard disk drives (HDDs) were excluded from the Index Lifecycle Management (ILM) policy.This exclusion removes the HDDs from the ILM framework. This led to an excessive increase in the utilisation of solid-state drives (SSDs) as the system started removing all the disk copies that were created.  To avoid exhausting the SSDs, it became necessary to direct data ingestion towards the HDDs.  However, this approach resulted in the overloading of the HDD nodes, leading to backup transfer failure. The Relex connect is an integration layer/ tooling used for processing/ transferring the interface files to the Relex plan layer. The Relex connect job was in progress during the backup issue within the storage system hence the impact to the critical flow.",NA,NA,NA,4/15/2025,April,2025,Naveen,Closed,MIM,Y,2025,2,February,9/16/2025,204,>60
