Business Platform,Product portfolio,Incident,Action Open Date,Title,Action,Action categorization,Action Owner,Action updates,DevOps / Product Team,Tactical/Strategic,ETA ,Action closed date,Key Actions,Status,Risk ID ,Backlog ID ,Back log Status,Problem Manager,Current day,Ageing,Aging Bucket,Action Closed month,Action closed year
Customer Channels,Platform & Store Ops ,89382363,6/21/2023,56 selling price changes reached FMD and POS (tills) but not ECS (tickets),What is the best practice when working on both prod and non-prod is WINSCP the best way? Ravi to talk to engineering COE and brainstorm.,Problem avoidance,Ravikumar. S,"11/07 - FileZilla has been implemented in Non-prod and different colors codings has bene set-up to differentiate with Prod. 
07/07 - FileZilla opensource has been installed and this tool is being explored for configuring mutiple colors (kind of differentiating ) 
Our ECS team has explored options in WNSCP and has identified that we can configure multiple colors in WINSCP. This will easily help user in differentiating the Non-prod and Prod. This can be suggested to the other account using WINSCP.
Alternatively teams are looking for an option to use FileZilla opensource and the workorder has been placed for the same to get this tool for exploration",TPM- ECS,,NA,11/07/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Platform & Store Ops ,89382363,6/21/2023,56 selling price changes reached FMD and POS (tills) but not ECS (tickets),"How can we differentiate between prod and non-prod screens that are already open – Ravi to brainstorm a solution which we can potentially deploy to other areas.
",Problem avoidance,Ravikumar. S,"Our ECS team has explored options in WNSCP and has identified that we can configure multiple colors in WINSCP. This will easily help user in differentiating the Non-prod and Prod. This has been suggested to the other account using WINSCP.
",TPM- ECS,,NA,26/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Platform & Store Ops ,89382363,6/21/2023,56 selling price changes reached FMD and POS (tills) but not ECS (tickets),ECS and RET team needs to be added to the report in number 2 – ECS vendor to do this ,Supplier and support involvement,Ravikumar.S,Discussions were made with ECS and they have suggested that when there is incorporation of Event manager thus this action is not required. Also ECS is using  traditional approach currently  and will be moving to modern solution very soon. This this action is not required to be implemented as per ECS.,TPM- ECS,,NA,26/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Platform & Store Ops ,89382363,6/21/2023,56 selling price changes reached FMD and POS (tills) but not ECS (tickets),"RET team have removed prod passwords from being auto saved in WINSCP which means they will now manually have to enter the password.  
",Root cause,Vikram,The prod URL has been deleted from WINSCP and if it is needed it can be manually entered again.,ECS Team,,NA,21/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Platform & Store Ops ,89382363,6/21/2023,56 selling price changes reached FMD and POS (tills) but not ECS (tickets),Event based alerting to be created for unprocessed processed changes after the planogram deployment 26/6,Problem identification & Alerting,Vikram,"11/07 - Teams are unable to get the event based alerting as they are facing a challenge there, a case has been opened with Vendor ECS on the same. however to address the alerting part,  scheduled based alerting has been set-up. TEams will work internally in the event based alerting
07/07 - Alerting that was set-up and tested in non-prod did not work as expected. The team is checking on other feasibility, parallelly a case will be opened with Vendor ECS for futher analysis
04/07 - Aleting has been setup in CATE and the same will be put in production 07/07
Deployments has been done and teams are on hypercare. Once the hypercare and few pre-checks are positive. The alerting will be set-up",ECS Team,,NA,11/07/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Platform & Store Ops ,89382363,6/21/2023,56 selling price changes reached FMD and POS (tills) but not ECS (tickets),"File processing had stopped, and we were not notified.  ",Problem avoidance,Vikram/ECS team,The ECS team has therefore set up a 7am report to be shared to RET team to identify pending files that have not yet been processed. ,ECS Team,,NA,21/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Platform & Store Ops ,89382363,6/21/2023,56 selling price changes reached FMD and POS (tills) but not ECS (tickets),Vikram to ask if the report can be created twice a day nearer to the times the files are processed; 22:00 and 11:00,Problem avoidance,Vikram/ECS vendor,"Vendor ECS has responded stating that "" The reports can't be changed as its generic job for other clients""",ECS Team,,NA,26/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89385821,6/20/2023,B2B customers unable to use their e-codes/e-gift cards,Progress root cause investigation with Scene 7. Need to have a technical with Scene 7.,Root cause,Lorna Woodman,"The B2B e-gift cards involves Akamai Dynamic Media delivery at Customer pointing to the Adobe managed CDN (Content Delivery Network). When the CDN has the content in cache, it is served from the CDN cache, otherwise, the CDN will fetch the content from one of its origin servers. Th origin servers are located in different datacentres - Amsterdam, London and Ireland. The Ireland datacentre was built recently and some validation steps were missed at Adobe causing http traffic not being enabled resulting in thtermittent 500 internal server errors.

Root cause : Vendor Scene 7 confirmed that the B2B e-gift card URL using HTTP was not enabled in the recently built Adobe datacentre due to insufficient testing resulting in the 500 internal server errors.",Customer Promise Web Engineering,,NA,10/07/23,,Closed,NA,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89385821,6/20/2023,B2B customers unable to use their e-codes/e-gift cards,"Scene 7’s level of support Incident response and updates from 3rd party Scene 7, not sufficient. 1. Currently we don’t know who our Account Manager is, this needs to be confirmed. 2. Need to understand what level of support Scene 7 should be providing us during major incident scenarios. 3. Confirm escalation process.",Supplier and support involvement,Lorna Woodman,It has been advised to loop in Harrison Green and Michelle Gurjao harrisong@adobe.com mgurjao@adobe.com during future Adobe incidents inorder to ensure better support from the vendor,Customer Promise Web Engineering,,NA,10/07/23,,Closed,NA,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89385821,6/20/2023,B2B customers unable to use their e-codes/e-gift cards,"Workaround code change Review to confirm is this change to remain in place or is a further change required in EM on PRD002 flow. Currently within the EM code there is logic to apply the start of the image URL (http://asset2.marksandspencer.com/is/image/mands/) and add to the end of it the attribute ID coming from PIM, EM then sends this full URL within the image location field to OMS Example complete URL - http://asset2.marksandspencer.com/is/image/mands/MS_08_T46_0717",Permanent Fix,Nicole Otigbah,21/06: Closing this is action backlog as the team tracking permanent fix under product backlog bucket.,Customer Promise Web Engineering,,NA,29/06/23,,Closed,NA,EG-5979,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89385821,6/20/2023,B2B customers unable to use their e-codes/e-gift cards,Alerts configured: 1. 50 failures in last 2 mins 2. 10 failures in last 2 mins Confirm what is the average traffic in 2 mins? Then review and change thresholds if needed,Problem identification & Alerting,Vijesh Mehta,03/07: Alerts configured,Customer Promise Web Engineering,,NA,04/07/23,,Closed,NA,EG-5977,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89385821,6/20/2023,B2B customers unable to use their e-codes/e-gift cards, Need to ensure PO & Service Lead is engaged when service is impacted. Service Lead made aware of this issue via stakeholders.,Problem avoidance,Vijesh Mehta,03/07: Conveyed the stakeholders to involve Service Leads during any issue ,Customer Promise Web Engineering,,NA,04/07/23,,Closed,NA,EG-5978,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89350725,6/9/2023,Incorrect Foods SRD ranging file sent to Quantum and Relex,"Colleagues were waiting for a long time for correct/useful/meaningful data to become available. This then has a knock-on impact for decision making and, in some cases, impact mitigation actions.",Impact analysis,Andrew Goslin/ Promoth Kumar,"Delay in receiving data from Tech and once data arrived, it was not complete/useful (Quality). Tech teams to investigate how useful data requirements can be shared quicker
Note: Standard/Minimum data requirements that must be maintained: 
<Product Data>UPC Code / UPC Description/ Product Group / Super Group / Category
<Store Data>Store code / Store Description / STG (Store Group) / Depot Code / Depot Description.

23/06 - The team has been educated on this and  the wider business view has been explained to the team. Promoth has guarenteed that team will take the right steps at the right time, the process has been improved.  Also it has been agreed that the right SME will join the call to instruct the team.  Appropriate trainings are passed on to the team",TEM,,NA,23/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89350725,6/9/2023,Incorrect Foods SRD ranging file sent to Quantum and Relex,Process improvement by introducing a new alert and Check Points (Tech and stakeholder enhancement),Problem identification & Alerting,Ian Griffiths/ Karthika Sethuraman,"SRD team (PO and engineering) to investigate the feasibility of introducing an improvement to the service by creating an alert based on a tolerance overnight calculation process which would trigger a report (or update a dashboard) for colleague validation. Based on this, two options could potentially be triggered <1. Continue SRD batch process> / <2. stop processing and begin in-depth investigation>
Note: Downstream considerations will also be needed (delay/impact to batch and consuming systems etc) + what contingency process will need to be triggered based off of specific cutoffs.
26/06 - Few initiatives are taken up by the team for Q2 (JUl-SEP). Karthika to provide an update by End of Q2.
31/07 - Since this is a long term action, it will further be tracked via the backlog mentioned in the backlog col - O",Product Owner/ SRD,,NA,31/07/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89350725,6/9/2023,Incorrect Foods SRD ranging file sent to Quantum and Relex,The correction of SRD file in the first instance failed during data validation due to missing data and we had re do the same and it wasn’t highlighted on the call for more than 1.5 hours how can this be prevented while recovering the data going forward? ,Solution & Recovery,Karthika Sethuraman,"18/07 - Colleagues have been advised accordingly on the steps they need to follow to prevent the human errors also the relevant SOP's has been updated.
It has been agreed that there was a human error while performing the adhoc run with the corrected range file at 13:55. It was then addressed in the next run at 16:25. 
26/06 - Few initiatives are taken up by the team for Q2 (JUl-SEP). Karthika to provide an update by End of Q2.",SRD ,,NA,17/07/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89350725,6/9/2023,Incorrect Foods SRD ranging file sent to Quantum and Relex,Identify the intensity of the issue and communicate to the wider forum for proactive notification to the relevant stakeholders.,Problem identification & Alerting,Karthika Sethuraman,"In this case, the SRD team identified the issue with one product at 09:00 and the service lead was made aware at 10:00 by the business. To remediate the gap, it has been agreed to communicate to the wider audience (Service lead, TEM and MIM) immediately after the issue has been reported to the team. ",SRD ,,NA,09/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89350725,6/9/2023,Incorrect Foods SRD ranging file sent to Quantum and Relex,"Why the issue was not identified during the testing and what was the post implementation checks performed and was there any Hypercare in place to validate the data after the change 

Improvement on post implementation checks (e.g data 'quality' validation pre vs post change) + early warning/comms opportunities before impacts start or stakeholder alert",Problem avoidance,Karthika Sethuraman,"There was a difference in datasets while the change was tested in non-prod. In addition, there was a gap in identifying the range drops during the post implementation checks. This has been addressed in action 1.

Improvement on post implementation checks (e.g data 'quality' validation pre vs post change) + early warning/comms opportunities before impacts start or stakeholder alert 
26/06 - Few initiatives are taken up by the team for Q2 (JUl-SEP). Karthika to provide an update by End of Q2.
31/07 - Since this is a long term action, it will further be tracked via the backlog mentioned in the backlog col - O",SRD ,,NA,31/07/23,,Closed,NA,FSRD-3342,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89350725,6/9/2023,Incorrect Foods SRD ranging file sent to Quantum and Relex,Introduce threshold alerts in SRD DS to identify if there are any deviations in ranging and refrain the sending of the file to the downstream systems. Also explore the feasibility to introduce alerts in Relex as we have in Quantum,Problem identification & Alerting,Karthika Sethuraman,"This is current being explored.
26/06 - Few initiatives are taken up by the team for Q2 (JUl-SEP). Karthika to provide an update by End of Q2.
31/07 - Since this is a long term action, it will further be tracked via the backlog mentioned in the backlog col - O",SRD ,,NA,31/07/23,,Closed,NA,FSRD-3342,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89350725,6/9/2023,Incorrect Foods SRD ranging file sent to Quantum and Relex,"Incorrect Logging process was followed, causing a slight delay into the initial log management and major incident process",Problem identification & Alerting,"Matt White, Andrew Goslin, Joey Ocansey, Promoth Kumar, Ian Griffiths","24/07 - Andrew,Joey and team had  workshop on Friday (21/07) with his team and had dicussed on the log raising process - The gap was within the handover between teams - Teams have been reminded to use the support channels and correct comms paths to inform people of issues when they are in flight.
","Customer, TEM, Service Lead, PO",,NA,24/07/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Supply Chain,Foods Supply Chain,89350725,6/9/2023,Incorrect Foods SRD ranging file sent to Quantum and Relex,New ASO backup process,Solution & Recovery,Promoth Kumar,"This process was useful during the SRD incident. 
A clear process on this has been shared for  the team with the details on  communication to GIST, What scenarios this can be used for? and are there any restrictions etc. The team is aware of the same. Promoth had comformed the same",TEM,,NA,23/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89350725,6/9/2023,Incorrect Foods SRD ranging file sent to Quantum and Relex,The use of PO Amends as a recovery option during Foods Order impact incidents.,Solution & Recovery,Promoth Kumar,"As a result of supplier order impacting incidents, colleagues may need to work with suppliers to perform amendments against any or all impacted PO's. In the recent past, it has taken many hours to get impact data made available from Tech. But the reason for the delay is due to lot of manual efforts that is needed to get the right data. 

It takes a manual effort to amend the PO's , SAP utliaztion. No automation feasible as these are real money and has a high value this is done carefully and manually also this porcess is the agreed  legal contract between suppliers and MnS
",TEM,,NA,23/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89350725,6/9/2023,Incorrect Foods SRD ranging file sent to Quantum and Relex,Review the DLs and the membership included in the MIM comms,Business & IT Communication,Promoth Kumar,In progress,TEM,,NA,09/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89350725,6/9/2023,Incorrect Foods SRD ranging file sent to Quantum and Relex,Team should ensure all the action are tracked in the MIM instead of having a side conversation outside the call. ,Solution & Recovery,Promoth Kumar,This has been addressed and it has been agreed to provide a detailed and timely update of any other actions being performed outside the MIM bridge. ,TEM,,NA,09/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89350725,6/9/2023,Incorrect Foods SRD ranging file sent to Quantum and Relex,Feasibility of automating the PO amendment going forward to minimise the recovery time.  ,Solution & Recovery,Promoth Kumar,"It takes a manual effort to amend the PO's , SAP utliaztion. No automation feasible as these are real money and has a high value this is done carefully and manually also this porcess is the agreed  legal contract between suppliers and MnS",TEM,,NA,23/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89350725,6/9/2023,Incorrect Foods SRD ranging file sent to Quantum and Relex,"The recovery took more than 4 hours, how can the recovery of the issue be improved for such issues going forward? ",Solution & Recovery,Promoth Kumar,"The recovery required the successful completion of the overnight batch with the correct data. Also, there were complexities in data extraction for the impacted products or orders and thereby send it to business for impact mitigation. Actions have been agreed to address this ",TEM,,NA,09/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89350725,6/9/2023,Incorrect Foods SRD ranging file sent to Quantum and Relex,There was an alert triggered at Q to highlight the variance in the allocation. What actions were taken?,Problem identification & Alerting,Promoth Kumar,"An alert was triggered at 00:30 on 26/05 which highlighted the variance between the order file from 25/05 and 26/05, however, upon receiving the confirmation from SRD, the variance was ignored.",TEM,,NA,09/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,Digital Workplace Services,89350725,6/9/2023,Incorrect Foods SRD ranging file sent to Quantum and Relex,Accessibility of data on the MIM bridge.,Solution & Recovery,Saran Rajkumar,"10/07: There is no option to allow the attach option in MIM bridges with external participants. However, MIM will perform housekeeping and remove the external participants to allow the option during MI calls.
MIM have thoroughly checked the behaviour of all the MIM bridges and have ascertained that the MIM2 bridge is behaving different than the others as it is not facilitating the data sharing as seamless as it is in the other bridges due to the lack of the “attach” option. Ideally, all the bridges should have the same features. Work is in progress with the relevant team to find out the cause and re-introduce the attach file option. ",Messaging Team,,NA,10/07/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89367334,6/9/2023,Global Apigee issue impacting multiple applications using API services ,Apigee to confirm DR process and time to failover and also confirm formal root cause.,Problem avoidance,Aadil Kasmani,"10/07: Sravan has spoken to Sathish and Dinesh and have been advised to raise a risk and close the action with the RISK id - 1856
5/7: Once we identify Apgiee Product Owner then we need to discuss with him on DR exercise
19/06: Root cause - Apigee confirmed that an increase in the heap memory had impacted one of their Cassandra database nodes servicing a subset of Apigee customers in the eu-west-1 region. This resulted in latency across multiple API services, causing the issue.",Service lead,,NA,,,CLosed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89367334,6/9/2023,Global Apigee issue impacting multiple applications using API services ,Improvements in datastore node autohealing,Problem avoidance,Aadil Kasmani,"10/7: Aadil inormed that this action needs to be assigned to Apigee product owner to track the progress with Apigee. Sravan has spoken to Sathish and Dinesh and have been advised to raise a risk and close the action with the RISK id - 1856 
19/6: Awaiting updates from Apigee",Service lead,,NA,,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89367334,6/9/2023,Global Apigee issue impacting multiple applications using API services ,Alerting to be configured for memory heap usage,Problem avoidance,Aadil Kasmani,"10/7: Aadil inormed that this action needs to be assigned to Apigee product owner to track the progress with Apigee. Sravan has spoken to Sathish and Dinesh and have been advised to raise a risk and close the action with the RISK id - 1856 
19/6: Awaiting updates from Apigee",Service lead,,NA,,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,Operations,89367334,6/9/2023,Global Apigee issue impacting multiple applications using API services ,Document the potential impact of an Apigee outage in the AIM tool,Impact analysis,MIM,"10/07: This action needs to be driven by product owner. Sravan has spoken to Sathish and Dinesh and have been advised to raise a risk and close the action with the RISK id - 1856
19/6: An email has been sent to TEMs to gather and update the impact analysis in AIM tool",MIM,,NA,,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,Operations,89367334,6/9/2023,Global Apigee issue impacting multiple applications using API services ,Identify the owner of Apigee and review its suitability for the future given the dependency on applications across the board,Problem avoidance,Sathish Sheshiah,"10/07: Sravan has spoken to Sathish and Dinesh and have been advised to raise a risk and close the action with the RISK id - 1856
5/7: We have had some feedback from Idriss but ownership not concluded yet. Anna will follow-up with Idriss again and update us.
19/6: This is pending with Jane and Idriss who is currently  heping to idntify the product owner",MIM,,NA,,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,Operations,89367334,6/9/2023,Global Apigee issue impacting multiple applications using API services ,Around 5 different teams received alerts in a timely manner however we need to review how we can translate those alerts into actual understanding of the impact so that we can communicate to the business.,Impact analysis,Sathish Sheshiah,"10/07: Sravan has spoken to Sathish and Dinesh and have been advised to raise a risk and close the action with the RISK id
5/7: We have had some feedback from Idriss but ownership not concluded yet. Anna will follow-up with Idriss again and update us.
19/6: This is pending with Jane and Idriss who is currently  heping to idntify the product owner.
Once the owner is identified develop a centrally stores impact statement indicating what applications are impacted across the Customer business of Apigee as a whole goes down.",MIM,,NA,25/07/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,Operations,89367334,6/9/2023,Global Apigee issue impacting multiple applications using API services ,Ascertain what the contract with Apigee states with regards to Apigee engineers joining our MIM calls during central outages.,Supplier and support involvement,VMO/MIM,"3/8: This action needs to be driven by product owner. Sravan has spoken to Sathish and Dinesh and have been advised to raise a risk and close the action with the RISK id - 1856
10/7: Followed up with Arun who informed he did not hear anything back from Apgiee team, he will follow-up and update me back
29/6: Followed up with Arun from VMO team  who informed that he has not got any update back and will follow-up again
19/6: Arun N from VMO team will check and update the status back by end of Friday",VMO/MIM,,NA,,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89362084,6/7/2023,P&P (Pricing & Promotion) changes reflecting incorrect prices for certain products on the tills,Review 'all' pricing procedure documents and ensure the latest and correct user/system interactions are captured and are clear/simple to follow.Explore options to simplify the TPR screens/Procedure so these can be done in one step?,Solution & Recovery,Chris Davey /David Davis,"There is an existing process document in place which will be followed until a simplified version has been built
26/06 - follow-up email has been sent, yet to receive an update",Foods pricing Operations,,NA,14/07/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89362084,6/7/2023,P&P (Pricing & Promotion) changes reflecting incorrect prices for certain products on the tills,Is there an SAP contingency process/SOP that can be used if an upcoming pricing issue is spotted post in-day cut off?,Solution & Recovery,Chris Davey/ Balaguru Subramanian Vikram Natarajan Ravichandran,"The below steps are followed when the price changes reflect incorrectly in the tills and tickets: 
1. Inform the trading team. 
2. Correct prices are manually updated in POS and ECS to reflect correctly in the tills and tickets.",POS/ECS,,NA,07/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89362084,6/7/2023,P&P (Pricing & Promotion) changes reflecting incorrect prices for certain products on the tills,Feasibility of automating any user activities in SAP? (Upload templated file and generate batch... simplified UI (User Interface) etc.),Problem avoidance,Chris to flag business case/Demand to David Davis,"Customer is currently exploring to find a simpler process to execute the TPR process but this action item is a long term process as confirmed by David Davis (product owner -Foods). To fulfil this action they need to plan,design and develop.  David had ensured that this is in progress  but it is an iterative process. Initial plan would be to begin this journey from Aug, and to test what they can achieve by the end of this financial year and go again in 2024-25. Thus we are closing this action from the tracker and this will be further work upon by the team internally via backlog during the Q3- 2023.  ",Foods pricing Operations/ P&P business,,NA,18/07/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89362084,6/7/2023,P&P (Pricing & Promotion) changes reflecting incorrect prices for certain products on the tills,Possibility to notify/warn the users when incorrect process is followed in SAP? or other systems?,Problem avoidance,David Davis,"Customer is currently exploring to find a simpler process to execute the TPR process but this action item is a long term process as confirmed by David Davis (product owner -Foods). To fulfil this action they need to plan,design and develop.  David had ensured that this is in progress  but it is an iterative process. Initial plan would be to begin this journey from Aug, and to test what they can achieve by the end of this financial year and go again in 2024-25. Thus we are closing this action from the tracker and this will be further work upon by the team internally via backlog during the Q3- 2023.  ",Foods pricing Operations,,NA,18/07/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89362084,6/7/2023,P&P (Pricing & Promotion) changes reflecting incorrect prices for certain products on the tills,Devise a plan to perform E2E reconciliation during any price changes made in SAP across each downstream systems before processing.,Problem avoidance,David Davis/ Joey,"24/07 - Joey is chasing the product owner to get the appropriate backlog ID
04/07 - There is already a Backlog item for E2E reconciliation (including each system) with David Davis (Foods Product Owner) to review and prioritise.  Also Joey is aware of the same

30/06 [SAP update] - E2E recon needs to be progressed via new requirement/Demand as every system has its own way of processing TPRs.
[POS update]: If expected price/store combination is provided to POS from upstream systems, it would take 2 hours for manual reconciliation in POS after food feed processing on the night(around 11PM). If any discrepancy is found, further concurrence would be needed from SAP/DS and business to make any updates needed.

15/05 - A call is being scheduled on 16/06 to devise a plan to reconcile the price changes across each system before processing.
16/06: Any type of recon between SAP, ES, FMD, DS, RET and POS will involve a significant volume of data comparison and efforts, which is time consuming and not sustainable as a manual activity; therefore the Engineering teams, across each of the apps and services within the P&P flow,  will explore viable/feasible options (if any) that could be utilised in order to perform reconciliation across the E2E pricing flow.
15/08 - Joey is still chasing up with the Product owner on the Backlog ID for the E2E reconcilaiton. 
30/08 - The action is included  as part of the Q3 which is long pending actoin. Since it has been added as an initiaive on Q3. This is surely beong worked upon. Thus closing this off the tracker. 
",POS/ECS/SAP/DS,,NA,30/08/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89362084,6/7/2023,P&P (Pricing & Promotion) changes reflecting incorrect prices for certain products on the tills,Feasibility to configure an E2E system reconciliation process for proactive identification of such issues before store opening hours.,Problem identification & Alerting,David Davis/ Mark Charlwood,"07/07 - Business (P&P) team has stated that having a E2E recon is very complex and he had confirmed that this is not feasible practically
04/07: Rehan along with the team had a call with Mark Charlwood and have requested for an update on the actions. Mark has agreed to respond via email by midday 05/07. 
This is currently being discussed across all the systems involved – SAP, FMD, POS and ECS
26/06 - follow-up email has been sent, yet to receive an update
",Foods pricing Operations,,NA,07/07/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89362084,6/7/2023,P&P (Pricing & Promotion) changes reflecting incorrect prices for certain products on the tills,P&P colleagues to proactively communicate to SAP the UPC details in the upcoming price changes. We have agreed to introduce hypercare in the upcoming price changes activity across the relevant teams to prevent any issues.,Problem avoidance,Jon & Remko,"24/07 - Jonathan to confirm and acknowledge once his session with his team is done
18/07 - Jonathan claimed that most of this team was on off last week thus he was not able to conduct sessions with the team. He is planning to schedule a session this week. 
11/07 -Had a word with Jonathan early this week and he has provided an ETA of 17/07 to group-up with the team and to understand the Gaps/requirements. He has agreed to come back with an update by end of week (14/07)
31/07 - Jon has agreed follow-up on these actions via the problem record -#64860  as these actions will consume more time. ",Foods Business & SAP,,NA,31/07/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Commercial Trading,Foods Commercial Trading ,89362084,6/7/2023,P&P (Pricing & Promotion) changes reflecting incorrect prices for certain products on the tills,Create testing scenarios to ensure the process with 80 UPCs to confirm,Root cause,Jonathan Philby,"24/07 - several logs has been raised with few others team to test the scenario with small chunks of UPC's, logs are still under ""work in progress""
18/07 - Jonathan to confirm on the testing scenario by end of week
11/07 - Jonathan has confirmed that this will be sorted by Next Monday (17/07)
It is presumed that there can be an underlying issue with the process where bulk UPCs are amended. Hence, we will test the process with small chunks of UPCs to confirm.
31/07 - Jon has agreed follow-up on these actions via the problem record -#64860  as these actions will consume more time.",Foods pricing Operations,,NA,31/07/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Group Support,Finance,89362084,6/7/2023,P&P (Pricing & Promotion) changes reflecting incorrect prices for certain products on the tills,Conduct a process refreshing session between SAP and P&P colleagues.,Solution & Recovery,Jonathan Philby /Remko Smit,"24/07 - Jonathan to confirm and acknowledge once his session with his team is done
18/07 - Jonathan claimed that most of this team was on off last week thus he was not able to conduct sessions with the team. He is planning to schedule a session this week. 
11/07 -Had a word with Jonathan early this week and he has provided an ETA of 17/07 to group-up with the team and to understand the Gaps/requirements. He has agreed to come back with an update by end of week (14/07)
31/07 - Jon and team has agreed follow-up on these actions via the problem record -#64860  as these actions will consume more time. 
",SAP Retail,,NA,31/07/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
